immunoglobulin_complex	entity
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0050789
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0050790
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0050793
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0050794
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0050795
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0050801
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0050803
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0050804
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0050805
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0050806
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0050807
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0050808
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0050821
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0050848
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0050849
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0050850
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0050877
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0050890
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0050896
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0050906
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0050918
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0050919
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0050920
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0050921
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0050922
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0050923
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0050924
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0050925
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0050926
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0050927
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0050928
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0050954
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0050974
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0050975
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0050976
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0050982
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0051028
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0051037
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0051038
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0051039
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0051046
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0051047
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0051048
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0051049
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0051050
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0051051
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0051052
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0051053
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0051054
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0051055
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0051078
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0051079
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0051081
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0051093
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0051094
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0051098
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0051099
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0051100
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0051101
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0051128
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0051129
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0051130
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0051147
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0051148
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0051149
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0051168
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0051169
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0051170
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0051171
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0051172
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0051173
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0051174
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0051179
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0051222
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0051223
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0051224
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0051225
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0051231
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0051232
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0051234
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0051235
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0051236
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0051239
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0051240
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0051241
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0051246
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0051247
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0051248
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0051252
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0051253
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0051254
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0051258
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0051259
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0051261
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0051270
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0051271
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0051272
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0051276
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0051301
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0051302
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0051304
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0051306
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0051307
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0051308
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0051309
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0051318
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0051321
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0051325
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0051326
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0051327
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0051328
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0051329
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0051333
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0051334
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0051336
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0051338
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0051340
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0051345
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0051346
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0051347
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0051348
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0051351
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0051352
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0051402
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0051445
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0051446
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0051447
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0051452
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0051453
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0051454
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0051457
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0051493
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0051494
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0051495
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0051588
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0051589
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0051590
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0051603
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0051606
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0051640
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0051641
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0051642
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0051647
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0051648
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0051649
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0051650
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0051651
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0051656
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0051668
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0051674
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0051703
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0051704
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0051705
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0051716
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0051726
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0051781
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0051782
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0051783
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0051784
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0051785
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0051931
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0051932
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0051960
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0051961
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0051962
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0051963
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0051964
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0051965
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0051969
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0051970
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0051971
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0051983
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0051984
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0051985
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0052547
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0052689
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0055001
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0055067
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0055080
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0055082
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0055085
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0055115
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0055123
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0060089
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0060097
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0060099
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0060100
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0060101
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0060142
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0060143
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0060147
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0060148
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0060149
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0060179
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0060236
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0060249
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0060255
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0060259
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0060278
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0060279
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0060280
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0060281
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0060282
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0060283
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0060284
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0060293
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0060322
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0060341
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0060404
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0060408
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0060409
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0060410
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0060429
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0060465
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0060467
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0060491
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0060537
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0060538
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0060548
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0060560
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0060561
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0060623
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0060627
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0060629
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0060631
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0060632
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0060756
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0060795
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0060796
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0060850
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0060903
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0060966
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0060967
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0060968
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0060969
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0061013
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0061014
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0061024
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0061025
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0061061
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0061062
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0061063
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0061064
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0061065
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0061066
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0061067
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0061387
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0061424
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0061458
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0061523
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0061564
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0061640
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0061642
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0061643
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0061650
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0061651
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0061659
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0061660
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0061736
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0061842
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0061919
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0061982
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0062012
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0062013
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0062014
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0062033
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0065003
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0065004
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0065007
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0065008
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0065009
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0070011
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0070013
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0070124
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0070125
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0070126
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0070129
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0070130
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0070131
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0070132
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0070133
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0070134
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0070192
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0070201
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0070382
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0070507
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0070549
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0070585
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0070727
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0070887
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0070925
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0070972
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0070997
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0071103
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0071166
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0071173
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0071174
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0071216
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0071310
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0071426
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0071427
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0071684
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0071695
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0071702
