?cls	?def	?xrefs
<http://purl.obolibrary.org/obo/WBbt_0005789>		
<http://purl.obolibrary.org/obo/GO_0050795>	"Any process that modulates the frequency, rate or extent of behavior, the internally coordinated responses (actions or inactions) of whole living organisms (individuals or groups) to internal or external stimuli."	
<http://purl.obolibrary.org/obo/WBPhenotype_0001822>	"Animals produce pheromone but it does not undergo controlled release into the environment."	
<http://purl.obolibrary.org/obo/WBPhenotype_0001715>	"Animals exhibit variations in the number of directional changes over time from that observed for control animals."	
<http://purl.obolibrary.org/obo/PATO_0000068>	"A quality of an entity that is descriptive or observational, typically not represented numerically."	
<http://purl.obolibrary.org/obo/WBPhenotype_0000351>	"Animals fail to emerge from an egg shell."	
<http://purl.obolibrary.org/obo/CHEBI_22928>		
<http://purl.obolibrary.org/obo/WBPhenotype_0000206>	"A non-sex chromosome fails to segregate away from its homologous chromosome, resulting in gametes with no or extra copies of the non-sex homolog."	
<http://purl.obolibrary.org/obo/WBPhenotype_0000270>	"Seemingly unrelated variations that concurrently occur during early embryonic development compared to control animals. In C. elegans, this can include multiple pronuclei, aberrant cytoplasmic texture, decrease in overall pace of development and osmotic sensitivity."	
<http://purl.obolibrary.org/obo/WBbt_0003732>	"the last, posterior bulb of the pharynx."	
<http://purl.obolibrary.org/obo/GO_0016740>	"Catalysis of the transfer of a group, e.g. a methyl group, glycosyl group, acyl group, phosphorus-containing, or other groups, from one compound (generally regarded as the donor) to another compound (generally regarded as the acceptor). Transferase is the systematic name for any enzyme of EC class 2."	"Reactome:R-HSA-8868783 EC:2.-.-.- Reactome:R-HSA-5668414 Reactome:R-HSA-1483186 Reactome:R-HSA-1483089"
<http://purl.obolibrary.org/obo/WBPhenotype_0000793>	"Animals exhibit variations in the form, structure or composition of the anatomy contained in the posterior region, compared to control animals."	
<http://purl.obolibrary.org/obo/WBPhenotype_0000081>	"The developmental program of the animals does not continue past the first larval stage (L1)."	
<http://purl.obolibrary.org/obo/GO_0071826>	"Any process in which macromolecules aggregate, disaggregate, or are modified, resulting in the formation, disassembly, or alteration of a ribonucleoprotein complex."	
<http://purl.obolibrary.org/obo/WBPhenotype_0000923>	"Any variation in the morphological appearance of the nonstriated muscle compared to control animals."	
<http://purl.obolibrary.org/obo/WBPhenotype_0000712>	"Germ cells exhibit variations in their response to ionizing radiation compared to that observed in control animals."	
<http://purl.obolibrary.org/obo/WBPhenotype_0002405>	"Animals exhibit variations in the behavioral response to pheromones, compared to control."	
<http://purl.obolibrary.org/obo/GO_1901161>	"The chemical reactions and pathways resulting in the breakdown of primary amino compound."	
<http://purl.obolibrary.org/obo/PATO_0001511>	"A disfunctional quality held by the bearer when the latter is unable to perform a regular function(s)."	
<http://purl.obolibrary.org/obo/CL_0000300>	"A mature sexual reproductive cell having a single set of unpaired chromosomes."	"ZFA:0009156 CALOHA:TS-0395 FBbt:00005412 FMA:18649"
<http://purl.obolibrary.org/obo/WBbt_0004873>	"Embryonic founder cell"	
<http://purl.obolibrary.org/obo/WBPhenotype_0001392>	"Cells of the animals cease during one of its replicative phases (G1, S, G2, M)."	
<http://purl.obolibrary.org/obo/CHEBI_22927>		"WebElements:Br"
<http://purl.obolibrary.org/obo/WBPhenotype_0001802>	"Animals fail to relax their body wall muscles to the same extent as muscles in control animals."	
<http://purl.obolibrary.org/obo/WBPhenotype_0000333>	"The time interval of the stereotyped sequence of muscle contractions by individual pharyngeal muscles that act to draw food into the pharynx is shorter compared to that observed in control (Wormatlas)."	
<http://purl.obolibrary.org/obo/WBPhenotype_0001200>	"Basal contraction rate and or peak contraction rate of the gonadal sheath is reduced relative to control animals."	
<http://purl.obolibrary.org/obo/WBPhenotype_0002375>	"Animals that exhibit paralysis (reduced thrashing) revert back to normal swimming behavior that can be tabulated as a reversion index (number revertants/number paralysis) and reversion probability (time in reversion/time after paralysis)."	
<http://purl.obolibrary.org/obo/WBPhenotype_0000836>	"The descendants of a gonadal precursor cell exhibit altered developmental programs compared to their counterparts in control animals."	
<http://purl.obolibrary.org/obo/WBPhenotype_0002027>	"VPCs differentiate in the absence of inductive signals coming from the gonad."	
<http://purl.obolibrary.org/obo/CHEBI_25555>		"WebElements:N"
<http://purl.obolibrary.org/obo/GO_1903307>	"Any process that activates or increases the frequency, rate or extent of regulated secretory pathway."	
<http://purl.obolibrary.org/obo/WBPhenotype_0001866>	"Animals exhibit a reduction in pathogen accumulation, persistent colonization, and luminal distension of the intestine."	
<http://purl.obolibrary.org/obo/WBPhenotype_0000801>	"Variations in the progression of an animal's anatomy contained in the ventral region over time, compared to control animals."	
<http://purl.obolibrary.org/obo/WBPhenotype_0002454>	"Animals exhibit an enhanced recovery pharyngeal pumping response to light, such that during the 0-10 seconds after removal of light exposure the pharyngeal pumping rate increases to a greater extent than in controls."	
<http://purl.obolibrary.org/obo/WBPhenotype_0002555>	"A phenotype affecting the whole organism."	
<http://purl.obolibrary.org/obo/WBbt_0005409>	"neuron making synapse on an effector (muscle, gland)."	
<http://purl.obolibrary.org/obo/WBPhenotype_0001348>	"Variations in the form or composition of a structure in the cell nucleus which contains the genetic material encoded as DNA and surrounded by histone proteins and other regulatory elements compared to control. In C. elegans the normal cell contains 5 pairs of 'autosomes' and one or two X chromosomes (Wormatlas)."	
<http://purl.obolibrary.org/obo/WBPhenotype_0002290>	"Animals exhibit a decrease in the extent of the maximum flex of the most posterior portion of the animal compared to control animals."	
<http://purl.obolibrary.org/obo/GO_1900006>	"Any process that activates or increases the frequency, rate or extent of dendrite development."	
<http://purl.obolibrary.org/obo/GO_0098930>	"The directed movement of organelles or molecules along microtubules in axons."	"Wikipedia:Axoplasmic_transport"
<http://purl.obolibrary.org/obo/GO_0051259>	"The process of creating protein oligomers, compounds composed of a small number, usually between three and ten, of component monomers; protein oligomers may be composed of different or identical monomers. Oligomers may be formed by the polymerization of a number of monomers or the depolymerization of a large protein polymer."	
<http://purl.obolibrary.org/obo/WBbt_0006799>	"A cell which gives rise to spermatids by meiosis."	
<http://purl.obolibrary.org/obo/CHEBI_35820>	"Any antimicrobial drug which is used to treat or prevent protozoal infections."	"Wikipedia:Antiprotozoal_agent"
<http://purl.obolibrary.org/obo/WBPhenotype_0001193>	"Electropharyngeograms do not show a similar pattern as control animals. C. elegans animals show a repeating regular pattern in which each pump is associated with an excitatory depolarizing wave, often punctuated by brief negative spikes, followed by a plateau phase, and ending with an inhibitory hyperpolarizing wave."	
<http://purl.obolibrary.org/obo/CHEBI_26167>	"Any amino acid whose side chain is capable of forming one or more hydrogen bonds."	"PMID:12016058 MetaCyc:Polar-amino-acids"
<http://purl.obolibrary.org/obo/GO_1901890>	"Any process that activates or increases the frequency, rate or extent of cell junction assembly."	
<http://purl.obolibrary.org/obo/GO_0120035>	"Any process that modulates the frequency, rate or extent of a process involved in the formation, arrangement of constituent parts, or disassembly of plasma membrane bounded cell projections."	
<http://purl.obolibrary.org/obo/WBPhenotype_0002064>	"Animals express genes that had been targeted for heritable silencing in previous generations."	
<http://purl.obolibrary.org/obo/WBPhenotype_0002331>	"OBSOLETE."	
<http://purl.obolibrary.org/obo/GO_0045664>	"Any process that modulates the frequency, rate or extent of neuron differentiation."	
<http://purl.obolibrary.org/obo/GO_0034059>	"Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus indicating a decline in oxygen levels to trace amounts, <0.1%."	
<http://purl.obolibrary.org/obo/CHEBI_35780>	"A phosphorus oxoanion that is the conjugate base of phosphoric acid."	
<http://purl.obolibrary.org/obo/WBPhenotype_0000020>	"Pharyngeal pumping motion occurs at intervals that vary from control animals."	
<http://purl.obolibrary.org/obo/WBPhenotype_0000098>	"Any variation in the progression of the cells that form a narrow passage connecting the posterior bulb of the pharynx to the anterior intestine over time compared to control. In C. elegans this valve is composed of 3 pairs of cells each forming a flattened disc-like ring and is lined by a layer of cuticle (Wormatlas)."	
<http://purl.obolibrary.org/obo/GO_0048842>	"Any process that activates, maintains or increases the frequency, rate or extent of axon extension involved in axon guidance."	
<http://purl.obolibrary.org/obo/CHEBI_88188>	"Any drug which causes the onset of an allergic reaction."	
<http://purl.obolibrary.org/obo/WBPhenotype_0001698>	"Animals exhibit variations in the chemical reactions and pathways resulting in the formation of the heparan sulfate proteoglycan compared to control."	
<http://purl.obolibrary.org/obo/WBPhenotype_0001751>	"Animals exhibit increased lethality as a result of exposure to environments with a higher solute concentration than their own internal environment, compared to control."	
<http://purl.obolibrary.org/obo/WBPhenotype_0002364>	"Spontaneous axon breaks leading to degeneration of separated segments."	
<http://purl.obolibrary.org/obo/CHEBI_27162>	"Tryptamine and its substitution derivatives."	
<http://purl.obolibrary.org/obo/CHEBI_52217>	"Any substance introduced into a living organism with therapeutic or diagnostic purpose."	
<http://purl.obolibrary.org/obo/WBbt_0005465>	"ganglion on the lateral side, in postior portion of the body, associated with posterior deirid."	"WB:rynl"
<http://purl.obolibrary.org/obo/CHEBI_52845>	"An organic group that consists of a closed ring. It may be a substituent or a skeleton."	
<http://purl.obolibrary.org/obo/WBPhenotype_0000418>	"The physical partitioning and separation of an intestinal cell into daughter cells is abolished."	
<http://purl.obolibrary.org/obo/WBPhenotype_0002330>	"OBSOLETE."	
<http://purl.obolibrary.org/obo/PATO_0000488>	"A response quality inhering in a bearer by virtue of the bearer's lack of reaction to a stimulus or an agent."	
<http://purl.obolibrary.org/obo/GO_1900102>	"Any process that stops, prevents or reduces the frequency, rate or extent of endoplasmic reticulum unfolded protein response."	
<http://purl.obolibrary.org/obo/GO_0010721>	"Any process that decreases the rate, frequency or extent of the progression of the cell over time, from its formation to the mature structure. Cell development does not include the steps involved in committing a cell to a specific fate."	
<http://purl.obolibrary.org/obo/GO_0016241>	"Any process that modulates the frequency, rate or extent of macroautophagy."	
<http://purl.obolibrary.org/obo/WBPhenotype_0000998>	"Animals tend to track and stay within high temperature environments."	
<http://purl.obolibrary.org/obo/GO_0009453>	"The directed movement of a motile cell or organism in response to physical parameters involved in energy generation, such as light, oxygen, and oxidizable substrates."	
<http://purl.obolibrary.org/obo/WBPhenotype_0000414>	"The cell takes on a different identity from which it was initially committed."	
<http://purl.obolibrary.org/obo/PATO_0000760>	"A behavioral quality of a process inhering in a bearer by virtue of the bearer's exhibiting increased activity."	
<http://purl.obolibrary.org/obo/GO_0007094>	"A mitotic cell cycle checkpoint that delays mitotic sister chromatid separation and consequently the mitotic metaphase/anaphase transition until the spindle is correctly assembled and chromosomes are attached to the spindle. Spindle assembly checkpoint signaling begins with the activated Mph family kinase, and results in the inhibition of the Anaphase Promoting Complex and its activator Sleepy/Cdc20 by the mitotic checkpoint complex (MCC)."	
<http://purl.obolibrary.org/obo/WBPhenotype_0001144>	"Defects are either seen in the number or size of the polar bodies in the inviable one- to four-cell embryo."	
<http://purl.obolibrary.org/obo/GO_1902292>	"Any DNA replication initiation that is involved in cell cycle DNA replication."	
<http://purl.obolibrary.org/obo/WBPhenotype_0000121>	"Variations in the chemical reactions and pathways resulting in the formation of a protein, compared to control."	
<http://purl.obolibrary.org/obo/WBPhenotype_0001703>	"Any variation in the maximum ventral and dorsal flex of the animal compared to control animals."	
<http://purl.obolibrary.org/obo/WBPhenotype_0000027>	"Variations in the chemical reactions and pathways, including anabolism and catabolism, by which living organisms transform chemical substances compared to control."	
<http://purl.obolibrary.org/obo/WBPhenotype_0001923>	"The population of the lateral, alae-producing epithelial cells (seam cells) is reduced compared to control animals."	
<http://purl.obolibrary.org/obo/WBPhenotype_0002360>	"Animals respond more severely to cold than control animals subjected to the same cold conditions."	
<http://purl.obolibrary.org/obo/GO_0051640>	"Any process in which an organelle is transported to, and/or maintained in, a specific location."	
<http://purl.obolibrary.org/obo/CHEBI_76834>	"An EC 2.5.* (transferase) inhibitor that inhibits the action of any transferase that transfers an alkyl (other than methyl) or aryl group (EC 2.5.*)."	
<http://purl.obolibrary.org/obo/CHEBI_139588>	"An alpha-oxyketone that has a hydroxy group as the alpha-oxy moiety."	"PMID:19908854 PMID:15326516 PMID:20382022 PMID:23295224"
<http://purl.obolibrary.org/obo/GO_0090138>	"Any cell-cell adhesion process that modulates the formation, arrangement of constituent parts, or disassembly of cytoskeletal structures comprising actin filaments and their associated proteins."	
<http://purl.obolibrary.org/obo/CHEBI_18099>	"An alcohol that consists of cyclohexane bearing a single hydroxy substituent. The parent of the class of cyclohexanols."	"CAS:108-93-0 PDBeChem:CXL PMID:11682644 PMID:23825601 UM-BBD_compID:c0175 KEGG:C00854 Wikipedia:Cyclohexanol MetaCyc:CYCLOHEXANOL DrugBank:DB03703 Reaxys:906744"
<http://purl.obolibrary.org/obo/CHEBI_78295>	"A physiological role played by any substance that is distributed in foodstuffs. It includes materials derived from plants or animals, such as vitamins or minerals, as well as environmental contaminants."	
<http://purl.obolibrary.org/obo/WBPhenotype_0000535>	"Animals exhibit variations in the form, structure or composition of any part of their anatomy compared to control animals."	
<http://purl.obolibrary.org/obo/GO_0007141>	"A cell cycle process comprising the steps by which a cell progresses through male meiosis I, the first meiotic division in the male germline."	
<http://purl.obolibrary.org/obo/WBbt_0005812>	"H-shaped cell associated with the excretory system, largest cell in C. elegans."	
<http://purl.obolibrary.org/obo/GO_0040013>	"Any process that stops, prevents, or reduces the frequency, rate or extent of locomotion of a cell or organism."	
<http://purl.obolibrary.org/obo/WBPhenotype_0000582>	"Animals exhibit variations in the form, structure or composition of any anterior/posterior section of their anatomy compared to control animals."	
<http://purl.obolibrary.org/obo/GO_1902435>	"Any process that modulates the frequency, rate or extent of male mating behavior."	
<http://purl.obolibrary.org/obo/WBPhenotype_0001541>	"Variations in the execution of the developmentally-regulated cell cycle arrest in the gonad during the dauer stage, compared to control."	
<http://purl.obolibrary.org/obo/GO_1905638>	"Any process that stops, prevents or reduces the frequency, rate or extent of mitochondrial mRNA catabolic process."	
<http://purl.obolibrary.org/obo/GO_0019953>	"A type of reproduction that combines the genetic material of two gametes (such as a sperm or egg cell or fungal spores). The gametes have an haploid genome (with a single set of chromosomes, the product of a meiotic division) and combines with one another to produce a zygote (diploid)."	"Wikipedia:Sexual_reproduction"
<http://purl.obolibrary.org/obo/CHEBI_50803>	"A nanosized spherical or capsule-shaped structure."	
<http://purl.obolibrary.org/obo/WBPhenotype_0001922>	"Any variation in the directed movement of organelles or molecules along microtubules in nerve cell axons."	
<http://purl.obolibrary.org/obo/WBPhenotype_0001789>	"Life span of the animal is not influenced by changes in temperature in the same manner as control animals."	
<http://purl.obolibrary.org/obo/GO_0033316>	"A signal transduction process that contributes to a meiotic spindle assembly checkpoint, that delays the metaphase/anaphase transition of a meiotic cell cycle until the spindle is correctly assembled and chromosomes are attached to the spindle."	
<http://purl.obolibrary.org/obo/GO_0045936>	"Any process that stops, prevents, or reduces the frequency, rate or extent of the chemical reactions and pathways involving phosphates."	
<http://purl.obolibrary.org/obo/WBPhenotype_0001088>	"Failure to execute characteristic response to pentanol compared to control. In C. elegans, animals move towards typically attractive concentrations of pentanol."	
<http://purl.obolibrary.org/obo/CHEBI_75787>	"Any metabolite produced during a metabolic reaction in prokaryotes, the taxon that include members of domains such as the bacteria and archaea."	
<http://purl.obolibrary.org/obo/WBPhenotype_0001826>	"Variations in the regulated breakdown of RNA species via the action of cellular enzymes (RNases) compared to control."	
<http://purl.obolibrary.org/obo/WBPhenotype_0001532>	"Animals exhibit variations in the quantity, structure or organization of the components of the inner labial ring compared to control. In C. elegans, the ring is composed of six sensilla, which include associated neurons IL1 & IL2."	
<http://purl.obolibrary.org/obo/PATO_0000082>	"A rhythm quality inhering in a bearer by virtue of the repetitiveness of bearer's rhythm."	
<http://purl.obolibrary.org/obo/GO_0051453>	"Any process that modulates the internal pH of a cell, measured by the concentration of the hydrogen ion."	
<http://purl.obolibrary.org/obo/WBPhenotype_0001176>	"One-cell embryos have an altered shape."	
<http://purl.obolibrary.org/obo/WBPhenotype_0001083>	"Multiple vesicles, vacuoles, or cavities are seen during early embryogenesis."	
<http://purl.obolibrary.org/obo/WBPhenotype_0001398>	"Animals display variations in the structure, organization of components, or spatial pattern of any projection stemming from a neuronal cell, compared to that observed in control animals."	
<http://purl.obolibrary.org/obo/CHEBI_49637>		"WebElements:H"
<http://purl.obolibrary.org/obo/GO_0000959>	"The chemical reactions and pathways involving RNA transcribed from the mitochondrial genome and occurring in the mitochondrion."	
<http://purl.obolibrary.org/obo/GO_1902667>	"Any process that modulates the frequency, rate or extent of axon guidance."	
<http://purl.obolibrary.org/obo/GO_0009415>	"Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus reflecting the presence, absence, or concentration of water."	
<http://purl.obolibrary.org/obo/GO_0099547>	"Any process that modulates synaptic transmission by regulating translation occurring at the synapse."	
<http://purl.obolibrary.org/obo/WBPhenotype_0000281>	"Variations in the progression of the muscles of the adult male reproductive system over time form their initial formation to their mature structure compared to control."	
<http://purl.obolibrary.org/obo/CHEBI_17137>		"KEGG:C11481 Gmelin:1455 CAS:15181-46-1 PDBeChem:SO3"
<http://purl.obolibrary.org/obo/GO_0051327>	"A cell cycle phase during which nuclear division occurs, and which is comprises the phases: prophase, metaphase, anaphase and telophase and occurs as part of a meiotic cell cycle."	
<http://purl.obolibrary.org/obo/GO_0010557>	"Any process that increases the rate, frequency or extent of the chemical reactions and pathways resulting in the formation of a macromolecule, any molecule of high relative molecular mass, the structure of which essentially comprises the multiple repetition of units derived, actually or conceptually, from molecules of low relative molecular mass."	
<http://purl.obolibrary.org/obo/WBPhenotype_0001487>	"Animals exhibit variations in the development of the male elongated sclerotized structures covered by a hardened layer of cuticle in the tail (which are actively everted during copulation to fasten the male copulatory fan to the vulva) compared to control."	
<http://purl.obolibrary.org/obo/GO_0006915>	"A programmed cell death process which begins when a cell receives an internal (e.g. DNA damage) or external signal (e.g. an extracellular death ligand), and proceeds through a series of biochemical events (signaling pathway phase) which trigger an execution phase. The execution phase is the last step of an apoptotic process, and is typically characterized by rounding-up of the cell, retraction of pseudopodes, reduction of cellular volume (pyknosis), chromatin condensation, nuclear fragmentation (karyorrhexis), plasma membrane blebbing and fragmentation of the cell into apoptotic bodies. When the execution phase is completed, the cell has died."	"Wikipedia:Apoptosis"
<http://purl.obolibrary.org/obo/CHEBI_17359>	"A sulfur oxoanion that is the conjugate base of hydrogen sulfite (H2SO3)."	"PDBeChem:SO3 CAS:14265-45-3 Gmelin:1449"
<http://purl.obolibrary.org/obo/GO_0050928>	"Any process that stops, prevents, or reduces the frequency, rate or extent of the directed movement of a motile cell or organism towards a higher concentration in a concentration gradient of a specific chemical."	
<http://purl.obolibrary.org/obo/GO_0097485>	"The process in which the migration of a neuron projection is directed to a specific target site in response to a combination of attractive and repulsive cues."	
<http://purl.obolibrary.org/obo/CHEBI_38106>		
<http://purl.obolibrary.org/obo/WBPhenotype_0000812>	"Variations in the progression of the immature germ cell over time, from its formation from precursors to the mature structure (gamete) compared to control."	
<http://purl.obolibrary.org/obo/GO_2001244>	"Any process that activates or increases the frequency, rate or extent of intrinsic apoptotic signaling pathway."	
<http://purl.obolibrary.org/obo/GO_0007144>	"The cell cycle process in which the first meiotic division occurs in the female germline."	
<http://purl.obolibrary.org/obo/WBPhenotype_0000708>	"Variations in the progression of the intestine over time from its initial formation to its mature structure compared to control."	
<http://purl.obolibrary.org/obo/CHEBI_138000>	"An N-alkylpyrrolidine that consists of N-methylpyrrolidine bearing a pyridin-3-yl substituent at position 2."	
<http://purl.obolibrary.org/obo/WBPhenotype_0002629>	"Animals exhibit edema (swelling) of the intestine, compared to control animals. This swelling is distinct from distension of the intestinal lumen (swollen intestinal lumen)."	
<http://purl.obolibrary.org/obo/CHEBI_50007>		
<http://purl.obolibrary.org/obo/WBPhenotype_0000468>	"Animals exhibit a decrease in the intensity of fluorescence signals in intestinal cells with advancing age, compared to control."	
<http://purl.obolibrary.org/obo/WBbt_0008374>	"Portion of the digestive tract between the oral opening and the definitely tri-radiate beginning of the esophagus (pharynx)."	
<http://purl.obolibrary.org/obo/WBPhenotype_0001839>	"Animals fail to respond to the concentration of phorbol esters that elicit a response in control animals. Alternatively, animals require increased concentration or longer exposure to this compound to elicit the response compared to control animals. Phorbol esters such as PMA act as DAG mimetics."	
<http://purl.obolibrary.org/obo/WBPhenotype_0001085>	"Failure to execute characteristic response to butanone compared to control. In C. elegans, animals move towards typically attractive concentrations of butanone."	
<http://purl.obolibrary.org/obo/GO_0099537>	"Cell-cell signaling in either direction across the synaptic cleft."	
<http://purl.obolibrary.org/obo/GO_0030163>	"The chemical reactions and pathways resulting in the breakdown of a protein by the destruction of the native, active configuration, with or without the hydrolysis of peptide bonds."	"Wikipedia:Protein_catabolism"
<http://purl.obolibrary.org/obo/CHEBI_47901>	"Organic derivatives of sulfonic acid in which the sulfo group is linked directly to carbon of an alkyl group."	
<http://purl.obolibrary.org/obo/GO_0045700>	"Any process that modulates the frequency, rate or extent of spermatid nuclear differentiation."	
<http://purl.obolibrary.org/obo/PATO_0001309>	"A process quality inhering in a bearer by virtue of the bearer's magnitude of the temporal extent between the starting and ending point."	
<http://purl.obolibrary.org/obo/CHEBI_30488>		"Gmelin:307 CAS:18155-21-0"
<http://purl.obolibrary.org/obo/WBPhenotype_0000048>	"Variations in the ability of an animal to emerge from the protective egg shell compared to control animals."	
<http://purl.obolibrary.org/obo/WBPhenotype_0000338>	"Swelling in the post anal region compared to control. In C. elegans this swelling can be associated with infection from the nematode-specific bacterial pathogen, Microbacterium nematophilum."	
<http://purl.obolibrary.org/obo/CHEBI_231587>	"Major species at pH 7.3."	"MetaCyc:CPD-14816"
<http://purl.obolibrary.org/obo/GO_0010454>	"Any process that stops, prevents or reduces the frequency or rate of cell fate commitment. Cell fate commitment is the commitment of cells to specific cell fates and their capacity to differentiate into particular kinds of cells. Positional information is established through protein signals that emanate from a localized source within a cell (the initial one-cell zygote) or within a developmental field."	
<http://purl.obolibrary.org/obo/CHEBI_61692>	"An organic heterotricyclic compound with a skeleton derived from a pyridine ring fused to an isoquinoline."	
<http://purl.obolibrary.org/obo/WBls_0000013>	"The C. elegans life stage spanning 290-350min after first cleavage at 20 Centigrade. Proliferate from 421 cells to 560 cells. The stage when embryo just finished gastrulation and is enclosing."	
<http://purl.obolibrary.org/obo/WBPhenotype_0000190>	"Animals fail to exit from the facultative diapause of the dauer larval stage of nematode development."	
<http://purl.obolibrary.org/obo/WBPhenotype_0000253>	"Animals exhibit a lack of consistency, regularity, or uniformity while traveling from one location to another."	
<http://purl.obolibrary.org/obo/WBPhenotype_0002220>	"Animals respond to antimonite at a lower concentration or a shorter exposure compared to control animals."	
<http://purl.obolibrary.org/obo/WBPhenotype_0001634>	"Animals respond to compounds that elicit electrophilic stress at a lower concentration or a shorter exposure compared to control animals."	
<http://purl.obolibrary.org/obo/WBls_0000107>	"The second stage larva of nematodes."	
<http://purl.obolibrary.org/obo/GO_0060561>	"Any apoptotic process that contributes to the shaping of an anatomical structure."	
<http://purl.obolibrary.org/obo/CHEBI_44423>	"A member of the class of ureas that is urea in which one of the hydrogens is replaced by a hydroxy group. An antineoplastic used in the treatment of chronic myeloid leukaemia as well as for sickle-cell disease."	"PMID:11364534 Drug_Central:1399 DrugBank:DB01005 Wikipedia:Hydroxyurea Beilstein:1741548 PMID:15994344 PMID:23318979 PMID:11298103 Reaxys:1741548 PMID:23696560 PMID:23643402 PMID:12107454 PMID:22983419 KEGG:D00341 Gmelin:130423 PMID:14988684 PMID:11391710 PDBeChem:NHY PMID:11285159 Patent:US2705727 MetaCyc:HYDROXY-UREA CAS:127-07-1 HMDB:HMDB0015140 KEGG:C07044 PMID:11365149 PMID:16356682 PMID:15772364 PMID:9271088"
<http://purl.obolibrary.org/obo/WBPhenotype_0000198>	"OBSOLETE."	
<http://purl.obolibrary.org/obo/CHEBI_24527>	"A substance used to destroy plant pests."	"Wikipedia:Herbicide"
<http://purl.obolibrary.org/obo/GO_0099531>	"The pathway leading to secretion of a neurotransmitter from the presynapse as part of synaptic transmission."	
<http://purl.obolibrary.org/obo/GO_0010332>	"Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a gamma radiation stimulus. Gamma radiation is a form of electromagnetic radiation (EMR) or light emission of a specific frequency produced from sub-atomic particle interaction, such as electron-positron annihilation and radioactive decay. Gamma rays are generally characterized as EMR having the highest frequency and energy, and also the shortest wavelength, within the electromagnetic radiation spectrum."	
<http://purl.obolibrary.org/obo/WBPhenotype_0001003>	"Animals die at the L4 stage of the life cycle."	
<http://purl.obolibrary.org/obo/CHEBI_26394>		
<http://purl.obolibrary.org/obo/GO_0000794>	"A highly compacted molecule of DNA and associated proteins resulting in a cytologically distinct nuclear chromosome."	
<http://purl.obolibrary.org/obo/GO_0042439>	"The chemical reactions and pathways involving ethanolamine (2-aminoethanol) and compounds derived from it."	
<http://purl.obolibrary.org/obo/GO_0032154>	"The cleavage furrow is a plasma membrane invagination at the cell division site. The cleavage furrow begins as a shallow groove and eventually deepens to divide the cytoplasm."	"Wikipedia:Cleavage_furrow"
<http://purl.obolibrary.org/obo/CHEBI_18179>	"Any phosphatidylinositol that is phosphorylated at one or more of the hydroxy groups of inositol."	"PMID:17035995 PMID:19154715 PMID:10782093 PMID:15269334"
<http://purl.obolibrary.org/obo/CHEBI_76969>	"Any prokaryotic metabolite produced during a metabolic reaction in bacteria."	
<http://purl.obolibrary.org/obo/CHEBI_32563>	"An alpha-amino-acid anion that is the conjugate base of lysine, arising from deprotonation of the carboxy group."	"Gmelin:815095"
<http://purl.obolibrary.org/obo/WBPhenotype_0002408>	"Any variation that disrupts the cytoplasmic division of a cell during development compared to control."	
<http://purl.obolibrary.org/obo/WBPhenotype_0002648>	"Animals display variations in the number or pattern of neuronal extensions that carry afferent (incoming) action potentials towards the cell body, compared to that observed in control animals."	
<http://purl.obolibrary.org/obo/GO_0007613>	"The activities involved in the mental information processing system that receives (registers), modifies, stores, and retrieves informational stimuli. The main stages involved in the formation and retrieval of memory are encoding (processing of received information by acquisition), storage (building a permanent record of received information as a result of consolidation) and retrieval (calling back the stored information and use it in a suitable way to execute a given task)."	"Wikipedia:Memory"
<http://purl.obolibrary.org/obo/GO_0006910>	"The initial step in phagocytosis involving adhesion to bacteria, immune complexes and other particulate matter, or an apoptotic cell and based on recognition of factors such as bacterial cell wall components, opsonins like complement and antibody or protein receptors and lipids like phosphatidyl serine, and leading to intracellular signaling in the phagocytosing cell."	
<http://purl.obolibrary.org/obo/CHEBI_59888>	"Zwitterionic form of gamma-aminobutyric acid having an anionic carboxy group and a protonated amino group."	"Gmelin:1041559"
<http://purl.obolibrary.org/obo/GO_0065008>	"Any process that modulates a qualitative or quantitative trait of a biological quality. A biological quality is a measurable attribute of an organism or part of an organism, such as size, mass, shape, color, etc."	
<http://purl.obolibrary.org/obo/WBPhenotype_0002389>	"Any variation in the stage of meiotic or mitotic cell division in which the chromosomes move away from one another to opposite poles of the spindle."	
<http://purl.obolibrary.org/obo/CHEBI_24921>	"Any alkaloid that has a structure based on an isoquinoline nucleus. They are derived from the amino acids like tyrosine and phenylalanine."	
<http://purl.obolibrary.org/obo/WBPhenotype_0001390>	"Cells respond to a lower dosage of UV or a shorter exposure compared to control animals."	
<http://purl.obolibrary.org/obo/GO_0007076>	"The cell cycle process in which chromatin structure is compacted prior to and during mitosis in eukaryotic cells."	
<http://purl.obolibrary.org/obo/WBPhenotype_0002650>	"Characteristic response to extracted lipopolysaccharide from pathogens with respect to egg-laying behavior varies compared to control conditions."	
